openalex_id,paper_id,abstract_status,abstract_artifact,fulltext_html_status,fulltext_html_artifact,pdf_status,pdf_artifact,oa_url_cached,last_fetch_utc,notes
W131942394,openalex:W131942394,missing,research_ops/parsed/abstracts/openalex_abstracts_1996.jsonl,skipped_policy,,pending,,,2026-04-01T15:24:13Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W1651609297,openalex:W1651609297,missing,research_ops/parsed/abstracts/openalex_abstracts_2018.jsonl,skipped_policy,,pending,,,2026-04-01T15:24:13Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W165940776,openalex:W165940776,missing,research_ops/parsed/abstracts/openalex_abstracts_1996.jsonl,skipped_policy,,pending,,,2026-04-01T15:24:13Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W1660097584,openalex:W1660097584,missing,research_ops/parsed/abstracts/openalex_abstracts_2008.jsonl,skipped_policy,,pending,,,2026-04-01T15:24:13Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W1667854146,openalex:W1667854146,missing,research_ops/parsed/abstracts/openalex_abstracts_2005.jsonl,skipped_policy,,pending,,,2026-04-01T15:24:13Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W170967611,openalex:W170967611,ingested,research_ops/parsed/abstracts/openalex_abstracts_2013.jsonl,skipped_policy,,pending,,,2026-04-01T15:24:13Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W183198662,openalex:W183198662,missing,research_ops/parsed/abstracts/openalex_abstracts_1991.jsonl,skipped_policy,,pending,,,2026-04-01T15:24:13Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2135184018,openalex:W2135184018,ingested,research_ops/parsed/abstracts/openalex_abstracts_2013.jsonl,skipped_policy,,pending,,,2026-04-01T15:24:13Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2147628396,openalex:W2147628396,missing,research_ops/parsed/abstracts/openalex_abstracts_1999.jsonl,skipped_policy,,pending,,,2026-04-01T15:24:13Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2160142299,openalex:W2160142299,ingested,research_ops/parsed/abstracts/openalex_abstracts_2011.jsonl,skipped_policy,,pending,,,2026-04-01T15:24:13Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2221432021,openalex:W2221432021,missing,research_ops/parsed/abstracts/openalex_abstracts_2007.jsonl,skipped_policy,,pending,,,2026-04-01T15:24:13Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2245074608,openalex:W2245074608,missing,research_ops/parsed/abstracts/openalex_abstracts_2009.jsonl,pending,,pending,,http://nrs.harvard.edu/urn-3:HUL.InstRepos:33776182,2026-04-01T10:43:57Z,T200 OpenAlex abstract layer
W2286186286,openalex:W2286186286,missing,research_ops/parsed/abstracts/openalex_abstracts_1996.jsonl,skipped_policy,,pending,,,2026-04-01T15:24:13Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2415201892,openalex:W2415201892,ingested,research_ops/parsed/abstracts/openalex_abstracts_2022.jsonl,error,,pending,,http://hdl.handle.net/10400.4/904,2026-04-01T14:25:55Z,T200 OpenAlex abstract layer; batch_fetch_error=<urlopen error [Errno 104] Connection reset by peer>; batch_fetch_error=<urlopen error [Errno 104] Connection reset by peer>
W2464072665,openalex:W2464072665,ingested,research_ops/parsed/abstracts/openalex_abstracts_2016.jsonl,skipped_policy,,pending,,,2026-04-01T15:24:13Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W246873486,openalex:W246873486,missing,research_ops/parsed/abstracts/openalex_abstracts_1996.jsonl,skipped_policy,,pending,,,2026-04-01T15:24:13Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2487846537,openalex:W2487846537,missing,research_ops/parsed/abstracts/openalex_abstracts_2002.jsonl,skipped_policy,,pending,,,2026-04-01T15:24:13Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2488719231,openalex:W2488719231,missing,research_ops/parsed/abstracts/openalex_abstracts_2001.jsonl,skipped_policy,,pending,,,2026-04-01T15:24:13Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2494050007,openalex:W2494050007,missing,research_ops/parsed/abstracts/openalex_abstracts_2003.jsonl,skipped_policy,,pending,,,2026-04-01T15:24:13Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2494922686,openalex:W2494922686,missing,research_ops/parsed/abstracts/openalex_abstracts_1999.jsonl,skipped_policy,,pending,,,2026-04-01T15:24:13Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2499316477,openalex:W2499316477,missing,research_ops/parsed/abstracts/openalex_abstracts_2015.jsonl,pending,,pending,,https://research.manchester.ac.uk/en/publications/b1429870-501f-46ef-bd4d-c8b02516f1a2,2026-04-01T10:43:57Z,T200 OpenAlex abstract layer
W2501809210,openalex:W2501809210,missing,research_ops/parsed/abstracts/openalex_abstracts_2000.jsonl,skipped_policy,,pending,,,2026-04-01T15:24:13Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2522369617,openalex:W2522369617,ingested,research_ops/parsed/abstracts/openalex_abstracts_2025.jsonl,error,,pending,,https://lirias.kuleuven.be/bitstream/123456789/82197/1/UNESCOENGELS.pdf,2026-04-01T15:30:54Z,T200 OpenAlex abstract layer; batch_fetch_error=HTTP Error 404: Not Found; batch_fetch_error=HTTP Error 404: Not Found
W2569161580,openalex:W2569161580,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://ars.els-cdn.com/content/image/1-s2.0-S1361841517300117-fx1_lrg.jpg,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2570323108,openalex:W2570323108,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://www.ncbi.nlm.nih.gov/pmc/articles/6354775,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2571012593,openalex:W2571012593,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2572760626,openalex:W2572760626,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2575657035,openalex:W2575657035,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://www.ncbi.nlm.nih.gov/pmc/articles/5522710,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2579231017,openalex:W2579231017,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://doi.org/10.1148/radiol.2016161315,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2580480204,openalex:W2580480204,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2580902218,openalex:W2580902218,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,http://www.cell.com/article/S2405471216304458/pdf,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2582073395,openalex:W2582073395,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://ars.els-cdn.com/content/image/1-s2.0-S1361841517300178-fx1_lrg.jpg,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2582180708,openalex:W2582180708,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2582492205,openalex:W2582492205,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2582852527,openalex:W2582852527,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,http://www.cell.com/article/S2405471217300029/pdf,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2583578793,openalex:W2583578793,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://arxiv.org/pdf/1701.00794,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2584017349,openalex:W2584017349,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://ars.els-cdn.com/content/image/1-s2.0-S1361841517301020-fx1_lrg.jpg,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2584483805,openalex:W2584483805,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://arxiv.org/pdf/1702.00288,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2586340362,openalex:W2586340362,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,http://www.cell.com/article/S2405471216304471/pdf,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2586952804,openalex:W2586952804,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://hal.science/hal-01488652,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2587007321,openalex:W2587007321,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://arxiv.org/pdf/2008.00936,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2587082207,openalex:W2587082207,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://www.ncbi.nlm.nih.gov/pmc/articles/8480197,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2587828787,openalex:W2587828787,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://arxiv.org/pdf/1702.04528,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2587946751,openalex:W2587946751,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,http://www.cell.com/article/S2405471217300108/pdf,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2589644515,openalex:W2589644515,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2590099728,openalex:W2590099728,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2590236471,openalex:W2590236471,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2590651460,openalex:W2590651460,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://arxiv.org/pdf/1704.05629,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2590835604,openalex:W2590835604,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,http://www.cell.com/article/S2405471217300133/pdf,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2590836720,openalex:W2590836720,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2591905283,openalex:W2591905283,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://www.ncbi.nlm.nih.gov/pmc/articles/5520548,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2592905743,openalex:W2592905743,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2592929672,openalex:W2592929672,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://ars.els-cdn.com/content/image/1-s2.0-S1361841517301135-fx1_lrg.jpg,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2593014410,openalex:W2593014410,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2593144838,openalex:W2593144838,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2594014149,openalex:W2594014149,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://doi.org/10.1109/tmi.2017.2760978,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2594318146,openalex:W2594318146,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2594602134,openalex:W2594602134,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://arxiv.org/pdf/1702.01636,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2594608309,openalex:W2594608309,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://doi.org/10.1109/tmi.2017.2665165,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2594660495,openalex:W2594660495,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2596014457,openalex:W2596014457,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,http://www.cell.com/article/S2405471217300534/pdf,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2596164112,openalex:W2596164112,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://inria.hal.science/hal-01525050v1/document,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2596649969,openalex:W2596649969,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://escholarship.org/uc/item/0dt6r9bb,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2597754260,openalex:W2597754260,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://www.nature.com/articles/s41746-017-0007-z.pdf,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2597816781,openalex:W2597816781,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,http://www.cell.com/article/S2405471217300881/pdf,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2600876919,openalex:W2600876919,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://doi.org/10.1148/radiol.2017160107,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2601258016,openalex:W2601258016,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,http://hdl.handle.net/10044/1/50648,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2601535327,openalex:W2601535327,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,http://www.cell.com/article/S2405471217300820/pdf,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2602581211,openalex:W2602581211,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,http://www.cell.com/article/S240547121730090X/pdf,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2603526557,openalex:W2603526557,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2603821735,openalex:W2603821735,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,http://www.cell.com/article/S2405471217300856/pdf,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2604169508,openalex:W2604169508,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,http://www.cell.com/article/S2405471217301321/pdf,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2604527271,openalex:W2604527271,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2604780989,openalex:W2604780989,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://www.ncbi.nlm.nih.gov/pmc/articles/5420447,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2605159090,openalex:W2605159090,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2606148726,openalex:W2606148726,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2606576226,openalex:W2606576226,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2607363228,openalex:W2607363228,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2608231518,openalex:W2608231518,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2608899726,openalex:W2608899726,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://research.rug.nl/en/publications/e7c5e945-9a96-4e37-86d3-2fdeda49edd6,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2610860012,openalex:W2610860012,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,http://www.cell.com/article/S2405471217301813/pdf,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2611566135,openalex:W2611566135,missing,research_ops/parsed/abstracts/openalex_abstracts_2020.jsonl,pending,,pending,,https://www.nature.com/articles/s42256-020-00230-w.pdf,2026-04-01T10:43:57Z,T200 OpenAlex abstract layer
W2612247065,openalex:W2612247065,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://www.research.ed.ac.uk/en/publications/171e531c-e716-410d-91ed-144dd1a44462,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2612377680,openalex:W2612377680,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2612589628,openalex:W2612589628,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,http://www.cell.com/article/S2405471217300911/pdf,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2613041730,openalex:W2613041730,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2613362156,openalex:W2613362156,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2613483135,openalex:W2613483135,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://www.ncbi.nlm.nih.gov/pmc/articles/5896773,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2613584930,openalex:W2613584930,missing,research_ops/parsed/abstracts/openalex_abstracts_2001.jsonl,skipped_policy,,pending,,,2026-04-01T15:24:13Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2616442568,openalex:W2616442568,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2616531040,openalex:W2616531040,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,http://www.cell.com/article/S2405471217301400/pdf,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2617128058,openalex:W2617128058,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2617940752,openalex:W2617940752,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2618995589,openalex:W2618995589,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2620296437,openalex:W2620296437,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://doi.org/10.1109/tmi.2017.2743464,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2624356059,openalex:W2624356059,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,http://www.cell.com/article/S2405471217301886/pdf,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2625861313,openalex:W2625861313,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2655047037,openalex:W2655047037,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2658281240,openalex:W2658281240,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2695045525,openalex:W2695045525,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2704249449,openalex:W2704249449,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2725150247,openalex:W2725150247,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2725984455,openalex:W2725984455,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2729876886,openalex:W2729876886,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://www.ncbi.nlm.nih.gov/pmc/articles/5715475,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2730336004,openalex:W2730336004,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2732063980,openalex:W2732063980,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://doi.org/10.1016/j.media.2017.06.014,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2735582614,openalex:W2735582614,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://doi.org/10.1109/tmi.2017.2712367,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2736294384,openalex:W2736294384,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://www.ncbi.nlm.nih.gov/pmc/articles/6048953,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2736731826,openalex:W2736731826,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://doi.org/10.1148/radiol.2017161845,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2736990592,openalex:W2736990592,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2737353822,openalex:W2737353822,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,http://www.cell.com/article/S2405471217302296/pdf,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2737557435,openalex:W2737557435,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2738582428,openalex:W2738582428,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2739253377,openalex:W2739253377,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2740188036,openalex:W2740188036,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2741138480,openalex:W2741138480,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2741247953,openalex:W2741247953,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2742753960,openalex:W2742753960,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2745032981,openalex:W2745032981,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2746168118,openalex:W2746168118,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2746853643,openalex:W2746853643,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2746917316,openalex:W2746917316,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,https://www.ncbi.nlm.nih.gov/pmc/articles/5734943,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2747206966,openalex:W2747206966,ingested,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,pending,,pending,,,2026-04-01T15:52:06Z,T200 OpenAlex abstract layer
W2748135921,openalex:W2748135921,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
W2748604568,openalex:W2748604568,missing,research_ops/parsed/abstracts/openalex_abstracts_2017.jsonl,skipped_policy,,pending,,,2026-04-01T15:54:01Z,T200 OpenAlex abstract layer; T212_openalex_is_oa_false
